,online_order,book_table,rating,votes,rest_type,cuisines,cost,location
40173,No,Yes,4.0,103,Casual Dining,North Indian,1900.0,MG Road
40174,No,No,3.7,145,Casual Dining,Chinese,1000.0,MG Road
40175,No,No,3.5,29,Bar,Finger Food,2200.0,MG Road
40176,No,Yes,3.9,105,Casual Dining,Chinese,1000.0,MG Road
40177,No,No,3.8,67,Casual Dining,South Indian,500.0,MG Road
40178,No,No,3.5,10,Casual Dining,North Indian,700.0,MG Road
40179,No,No,3.8,52,Casual Dining,North Indian,1200.0,MG Road
40180,No,No,2.3,116,Casual Dining,Chinese,650.0,MG Road
40181,No,Yes,4.1,327,Lounge,North Indian,1300.0,MG Road
40182,Yes,Yes,4.2,476,Casual Dining,North Indian,1700.0,MG Road
40183,Yes,Yes,4.2,570,Casual Dining,Chinese,1200.0,MG Road
40184,Yes,No,3.8,160,Casual Dining,Chinese,1300.0,MG Road
40185,No,No,2.8,254,Casual Dining,North Indian,1000.0,MG Road
40186,No,No,3.1,46,Casual Dining,Asian,1000.0,MG Road
40187,No,No,3.8,23,Casual Dining,North Indian,800.0,MG Road
40188,No,Yes,3.9,158,Casual Dining,North Indian,1100.0,MG Road
40189,No,Yes,3.8,52,Casual Dining,Continental,1100.0,MG Road
40191,Yes,Yes,4.3,969,Cafe,Cafe,750.0,MG Road
40192,Yes,Yes,4.2,2729,Cafe,Cafe,1200.0,MG Road
40193,Yes,Yes,4.4,723,Casual Dining,American,1700.0,MG Road
40194,No,Yes,4.1,568,Casual Dining,North Indian,2500.0,MG Road
40195,Yes,Yes,4.2,61,Cafe,Cafe,800.0,MG Road
40196,No,No,4.0,1463,Dessert Parlor,Desserts,450.0,MG Road
40197,No,No,3.9,36,Cafe,Cafe,700.0,MG Road
40198,Yes,No,4.1,119,Cafe,Cafe,500.0,MG Road
40199,No,No,3.8,23,Beverage Shop,Beverages,350.0,MG Road
40200,No,Yes,3.9,317,Cafe,Cafe,800.0,MG Road
40201,No,No,3.7,16,Cafe,Cafe,250.0,MG Road
40202,No,No,3.0,10,Cafe,Cafe,900.0,MG Road
40203,No,No,3.6,7,Cafe,Cafe,200.0,MG Road
40204,No,No,3.2,10,Cafe,Cafe,400.0,MG Road
40205,Yes,No,3.8,262,Cafe,Cafe,700.0,MG Road
40206,No,No,4.6,2293,Cafe,Cafe,1100.0,MG Road
40207,Yes,Yes,4.2,2854,Casual Dining,Italian,800.0,MG Road
40208,No,No,4.5,3596,Cafe,Cafe,900.0,MG Road
40209,No,Yes,4.1,1737,Cafe,Cafe,1000.0,MG Road
40210,No,No,4.4,2650,Cafe,Cafe,600.0,MG Road
40211,Yes,No,4.4,1109,Bakery,Bakery,600.0,MG Road
40212,Yes,No,4.2,3574,Cafe,Cafe,650.0,MG Road
40213,No,No,4.3,526,Bakery,Salad,1400.0,MG Road
40214,No,No,4.3,166,Cafe,Cafe,750.0,MG Road
40215,Yes,No,4.3,578,Cafe,Cafe,700.0,MG Road
40216,No,No,4.3,73,Cafe,Cafe,400.0,MG Road
40217,No,No,4.3,795,Cafe,Cafe,900.0,MG Road
40218,Yes,No,4.1,118,Cafe,BBQ,700.0,MG Road
40219,Yes,No,4.1,486,Cafe,Cafe,700.0,MG Road
40220,Yes,No,3.9,464,Cafe,Cafe,800.0,MG Road
40221,No,No,4.0,29,Cafe,Cafe,450.0,MG Road
40223,No,No,4.1,55,Cafe,Cafe,750.0,MG Road
40224,Yes,No,3.7,66,Cafe,Cafe,800.0,MG Road
40225,No,No,4.2,619,Cafe,Cafe,500.0,MG Road
40226,No,No,4.2,116,Casual Dining,Lebanese,1000.0,MG Road
40227,Yes,No,3.4,9,Cafe,Cafe,300.0,MG Road
40228,No,Yes,3.8,95,Cafe,Cafe,1000.0,MG Road
40229,Yes,No,3.9,88,Dessert Parlor,Desserts,400.0,MG Road
40230,Yes,No,3.8,74,Cafe,Cafe,650.0,MG Road
40231,No,No,4.0,104,Cafe,Cafe,1200.0,MG Road
40232,No,No,4.0,31,Cafe,Cafe,800.0,MG Road
40233,Yes,No,3.7,70,Beverage Shop,Cafe,500.0,MG Road
40234,Yes,No,4.2,383,Cafe,Pizza,500.0,MG Road
40235,No,No,3.6,8,Quick Bites,Continental,800.0,MG Road
40236,Yes,No,3.6,124,Cafe,Cafe,600.0,MG Road
40237,Yes,No,3.8,38,Casual Dining,Beverages,400.0,MG Road
40238,No,Yes,3.8,25,Cafe,Cafe,2200.0,MG Road
40239,No,No,3.7,145,Casual Dining,Chinese,1000.0,MG Road
40240,No,No,3.0,11,Cafe,Cafe,700.0,MG Road
40241,No,No,3.9,74,Cafe,Cafe,500.0,MG Road
40242,No,No,3.8,99,Cafe,Cafe,600.0,MG Road
40243,No,No,2.8,46,Cafe,Cafe,700.0,MG Road
40244,No,No,3.7,0,Bar,Continental,1000.0,MG Road
40245,Yes,No,3.6,11,Cafe,Cafe,50.0,MG Road
40246,No,No,3.2,7,Cafe,Cafe,600.0,MG Road
40247,Yes,No,3.2,6,Cafe,Cafe,400.0,MG Road
40248,No,No,3.3,6,Cafe,Cafe,400.0,MG Road
40249,No,No,3.7,0,Cafe,North Indian,200.0,MG Road
40250,No,No,3.3,9,Cafe,Cafe,400.0,MG Road
40251,No,No,3.7,0,Cafe,Cafe,400.0,MG Road
40252,No,No,3.7,0,Cafe,Cafe,1000.0,MG Road
40253,No,No,3.6,104,Cafe,Cafe,800.0,MG Road
40254,No,No,3.6,46,Cafe,Cafe,350.0,MG Road
40255,Yes,Yes,4.7,4839,Pub,North Indian,1300.0,MG Road
40256,No,No,4.0,33,Cafe,Cafe,1100.0,MG Road
40257,Yes,No,4.3,658,Cafe,Cafe,750.0,MG Road
40258,Yes,Yes,4.3,865,Casual Dining,Continental,1000.0,MG Road
40259,Yes,No,4.3,1135,Cafe,Cafe,800.0,MG Road
40260,Yes,No,3.7,97,Cafe,Cafe,650.0,MG Road
40261,No,No,3.3,90,Cafe,Cafe,500.0,MG Road
40262,No,No,3.7,35,Cafe,Cafe,300.0,MG Road
40263,No,No,3.7,0,Cafe,Cafe,1000.0,MG Road
40264,Yes,No,2.9,45,Cafe,Cafe,600.0,MG Road
40265,Yes,No,3.7,0,Takeaway,Cafe,200.0,MG Road
40266,Yes,No,3.6,112,Quick Bites,Kebab,500.0,MG Road
40267,Yes,No,3.2,88,Quick Bites,North Indian,350.0,MG Road
40268,Yes,Yes,4.2,570,Casual Dining,Chinese,1200.0,MG Road
40269,Yes,No,4.5,873,Delivery,Healthy Food,500.0,MG Road
40270,Yes,No,3.9,307,Quick Bites,Kerala,300.0,MG Road
40271,Yes,No,4.5,131,Cafe,Cafe,200.0,MG Road
40272,Yes,No,4.2,288,Quick Bites,Burger,500.0,MG Road
40273,Yes,No,3.1,50,Delivery,North Indian,500.0,MG Road
40274,Yes,No,3.6,383,Delivery,Healthy Food,450.0,MG Road
40275,Yes,No,4.3,95,Dessert Parlor,Desserts,400.0,MG Road
40276,Yes,No,4.0,1400,Quick Bites,Burger,600.0,MG Road
40277,Yes,No,4.1,790,Casual Dining,Biryani,800.0,MG Road
40278,Yes,No,4.0,492,Quick Bites,Biryani,300.0,MG Road
40279,Yes,No,4.3,294,Takeaway,North Indian,500.0,MG Road
40280,Yes,No,3.2,120,Quick Bites,North Indian,300.0,MG Road
40281,Yes,No,4.2,781,Quick Bites,South Indian,300.0,MG Road
40282,Yes,No,3.9,114,Delivery,Biryani,650.0,MG Road
40283,Yes,No,3.9,58,Delivery,Mexican,600.0,MG Road
40284,Yes,No,3.2,88,Quick Bites,North Indian,350.0,MG Road
40285,Yes,No,3.4,86,Takeaway,North Indian,200.0,MG Road
40286,Yes,No,3.8,62,Quick Bites,North Indian,400.0,MG Road
40287,Yes,No,4.0,1074,Quick Bites,Fast Food,400.0,MG Road
40288,Yes,No,3.4,357,Quick Bites,North Indian,350.0,MG Road
40289,Yes,No,3.1,12,Takeaway,Biryani,600.0,MG Road
40290,Yes,No,4.1,1876,Casual Dining,North Indian,750.0,MG Road
40291,Yes,No,4.3,895,Delivery,Bakery,500.0,MG Road
40292,Yes,No,3.9,100,Delivery,Pizza,800.0,MG Road
40293,Yes,No,3.3,262,Casual Dining,North Indian,500.0,MG Road
40294,Yes,No,3.8,93,Quick Bites,Rolls,300.0,MG Road
40295,Yes,Yes,4.2,1772,Casual Dining,North Indian,800.0,MG Road
40296,Yes,No,4.1,3261,Casual Dining,Biryani,800.0,MG Road
40297,Yes,Yes,4.4,705,Casual Dining,Seafood,1000.0,MG Road
40298,Yes,No,3.4,70,Quick Bites,Biryani,400.0,MG Road
40299,Yes,No,3.9,109,Delivery,North Indian,500.0,MG Road
40300,Yes,No,3.3,76,Delivery,Pizza,750.0,MG Road
40301,Yes,No,3.5,59,Quick Bites,South Indian,150.0,MG Road
40302,Yes,No,2.7,66,Quick Bites,Arabian,400.0,MG Road
40303,Yes,No,4.0,1086,Quick Bites,Desserts,550.0,MG Road
40304,Yes,No,3.4,81,Takeaway,North Indian,400.0,MG Road
40305,Yes,No,3.8,235,Quick Bites,Pizza,750.0,MG Road
40306,Yes,No,3.3,9,Quick Bites,Biryani,300.0,MG Road
40307,Yes,No,3.7,82,Quick Bites,Arabian,300.0,MG Road
40308,Yes,No,3.7,14,Takeaway,Italian,500.0,MG Road
40309,Yes,No,3.5,57,Quick Bites,Chinese,150.0,MG Road
40310,Yes,No,4.1,753,Casual Dining,North Indian,950.0,MG Road
40311,Yes,No,3.6,211,Quick Bites,Burger,400.0,MG Road
40312,Yes,No,3.8,50,Quick Bites,North Indian,350.0,MG Road
40313,Yes,No,4.1,393,Quick Bites,Mexican,600.0,MG Road
40314,Yes,No,4.4,637,Dessert Parlor,Ice Cream,400.0,MG Road
40315,Yes,Yes,4.2,570,Casual Dining,Chinese,1200.0,MG Road
40316,Yes,No,4.1,1453,Casual Dining,Arabian,800.0,MG Road
40317,Yes,No,3.9,114,Quick Bites,North Indian,150.0,MG Road
40318,Yes,No,3.7,28,Quick Bites,Mangalorean,350.0,MG Road
40319,Yes,Yes,4.4,3423,Casual Dining,North Indian,1500.0,MG Road
40320,Yes,No,4.0,629,Dessert Parlor,Desserts,450.0,MG Road
40321,Yes,No,4.2,61,Takeaway,Street Food,200.0,MG Road
40322,Yes,No,4.1,207,Quick Bites,South Indian,250.0,MG Road
40323,Yes,No,3.7,77,Quick Bites,North Indian,300.0,MG Road
40324,Yes,Yes,4.4,2907,Casual Dining,Arabian,750.0,MG Road
40325,Yes,No,3.7,89,Quick Bites,Mughlai,400.0,MG Road
40326,Yes,No,3.6,29,Quick Bites,Biryani,300.0,MG Road
40327,Yes,No,3.7,80,Quick Bites,North Indian,300.0,MG Road
40328,Yes,Yes,4.1,535,Casual Dining,Chinese,800.0,MG Road
40329,Yes,No,3.5,30,Quick Bites,Kerala,300.0,MG Road
40330,Yes,No,4.3,179,Beverage Shop,Fast Food,250.0,MG Road
40331,Yes,No,4.0,160,Casual Dining,North Indian,700.0,MG Road
40332,Yes,No,3.9,44,Quick Bites,South Indian,150.0,MG Road
40333,Yes,No,3.9,241,Casual Dining,North Indian,800.0,MG Road
40334,Yes,No,4.3,151,Casual Dining,Biryani,650.0,MG Road
40335,Yes,No,3.7,15,Quick Bites,Bengali,500.0,MG Road
40336,Yes,Yes,3.2,60,Quick Bites,Fast Food,400.0,MG Road
40337,Yes,Yes,4.3,442,Casual Dining,Thai,1200.0,MG Road
40338,Yes,No,3.7,43,Casual Dining,Chinese,900.0,MG Road
40339,Yes,No,3.8,77,Quick Bites,North Indian,500.0,MG Road
40340,Yes,No,4.3,1230,Casual Dining,Portuguese,1200.0,MG Road
40341,Yes,No,3.6,48,Delivery,Burger,300.0,MG Road
40342,Yes,No,4.2,985,Casual Dining,Chinese,1100.0,MG Road
40343,Yes,No,3.2,10,Delivery,North Indian,450.0,MG Road
40344,Yes,No,4.0,63,Delivery,Biryani,400.0,MG Road
40345,Yes,No,4.2,383,Cafe,Pizza,500.0,MG Road
40346,Yes,No,3.6,8,Delivery,Bakery,250.0,MG Road
40347,Yes,No,3.9,193,Delivery,Healthy Food,600.0,MG Road
40348,Yes,No,3.4,21,Delivery,South Indian,500.0,MG Road
40349,Yes,Yes,4.3,772,Casual Dining,Rajasthani,1400.0,MG Road
40350,Yes,No,3.2,40,Beverage Shop,Beverages,400.0,MG Road
40351,Yes,Yes,4.1,1857,Cafe,Cafe,650.0,MG Road
40352,Yes,No,4.6,1726,Dessert Parlor,Desserts,900.0,MG Road
40353,Yes,No,4.9,1750,Dessert Parlor,Desserts,400.0,MG Road
40354,Yes,Yes,4.5,3709,Casual Dining,Parsi,1300.0,MG Road
40355,Yes,No,2.9,75,Casual Dining,North Indian,500.0,MG Road
40356,Yes,No,4.2,452,Casual Dining,Seafood,700.0,MG Road
40357,Yes,Yes,3.8,196,Casual Dining,Biryani,800.0,MG Road
40358,Yes,No,3.6,33,Quick Bites,North Indian,700.0,MG Road
40359,Yes,No,4.1,261,Dessert Parlor,Desserts,300.0,MG Road
40360,Yes,No,4.0,268,Quick Bites,Fast Food,800.0,MG Road
40361,Yes,Yes,4.2,253,Casual Dining,Kerala,800.0,MG Road
40362,Yes,No,4.0,177,Casual Dining,Biryani,750.0,MG Road
40363,Yes,Yes,4.2,4750,Casual Dining,North Indian,1500.0,MG Road
40364,Yes,No,4.0,571,Beverage Shop,Desserts,400.0,MG Road
40365,Yes,No,3.6,54,Casual Dining,Chinese,700.0,MG Road
40366,Yes,No,3.5,18,Quick Bites,North Indian,400.0,MG Road
40367,Yes,No,4.0,528,Delivery,Burger,350.0,MG Road
40368,Yes,No,3.8,265,Casual Dining,Chinese,850.0,MG Road
40369,Yes,No,4.6,2518,Casual Dining,European,1600.0,MG Road
40370,Yes,No,3.9,63,Bakery,Bakery,500.0,MG Road
40371,Yes,No,3.6,54,Delivery,North Indian,500.0,MG Road
40372,Yes,No,4.0,789,Quick Bites,Arabian,400.0,MG Road
40373,Yes,No,3.7,30,Quick Bites,North Indian,300.0,MG Road
40374,Yes,No,4.1,198,Casual Dining,Seafood,650.0,MG Road
40375,Yes,No,4.2,176,Casual Dining,Nepalese,800.0,MG Road
40376,Yes,Yes,4.5,1429,Casual Dining,Chinese,1700.0,MG Road
40377,Yes,No,3.9,107,Quick Bites,Healthy Food,500.0,MG Road
40378,Yes,Yes,4.2,2729,Cafe,Cafe,1200.0,MG Road
40379,Yes,Yes,4.7,4839,Pub,North Indian,1300.0,MG Road
40380,Yes,No,2.8,110,Casual Dining,Chinese,500.0,MG Road
40381,Yes,No,3.5,44,Quick Bites,South Indian,100.0,MG Road
40382,Yes,No,3.9,311,Casual Dining,Chinese,500.0,MG Road
40383,Yes,No,3.9,854,Casual Dining,Mughlai,700.0,MG Road
40384,Yes,No,3.9,88,Dessert Parlor,Desserts,400.0,MG Road
40385,Yes,Yes,3.9,55,Quick Bites,Biryani,350.0,MG Road
40386,Yes,No,4.3,428,Dessert Parlor,Desserts,400.0,MG Road
40387,Yes,No,4.3,5344,Bakery,Bakery,600.0,MG Road
40388,Yes,No,3.4,11,Quick Bites,Mangalorean,300.0,MG Road
40389,Yes,No,3.9,26,Quick Bites,Fast Food,200.0,MG Road
40390,Yes,Yes,4.2,408,Bar,Finger Food,1600.0,MG Road
40391,Yes,No,3.9,260,Casual Dining,North Indian,650.0,MG Road
40392,Yes,No,4.3,578,Cafe,Cafe,700.0,MG Road
40393,Yes,No,3.7,0,Beverage Shop,Beverages,200.0,MG Road
40394,Yes,No,3.0,25,Quick Bites,Maharashtrian,250.0,MG Road
40395,Yes,No,3.9,203,Quick Bites,South Indian,400.0,MG Road
40396,Yes,No,4.4,2697,Dessert Parlor,Ice Cream,550.0,MG Road
40397,Yes,No,4.0,29,Bakery,Bakery,500.0,MG Road
40398,Yes,No,3.5,61,Quick Bites,Italian,300.0,MG Road
40399,Yes,No,3.5,11,Quick Bites,Fast Food,300.0,MG Road
40400,Yes,No,3.1,113,Casual Dining,Chinese,1000.0,MG Road
40401,Yes,Yes,4.3,2052,Casual Dining,Steak,1500.0,MG Road
40402,Yes,No,4.0,90,Takeaway,Fast Food,650.0,MG Road
40403,Yes,Yes,4.5,1642,Casual Dining,Italian,1300.0,MG Road
40404,Yes,No,3.7,0,Confectionery,Desserts,200.0,MG Road
40405,Yes,No,3.9,448,Casual Dining,Biryani,600.0,MG Road
40406,Yes,Yes,4.4,1132,Casual Dining,Bengali,1200.0,MG Road
40407,Yes,No,4.1,398,Casual Dining,Chinese,600.0,MG Road
40408,Yes,Yes,4.1,631,Casual Dining,Andhra,1100.0,MG Road
40409,Yes,No,3.1,28,Food Court,Rolls,250.0,MG Road
40410,Yes,No,3.6,17,Casual Dining,Mangalorean,800.0,MG Road
40411,Yes,No,3.7,70,Beverage Shop,Cafe,500.0,MG Road
40412,Yes,No,3.3,7,Quick Bites,Fast Food,200.0,MG Road
40413,Yes,No,4.2,232,Casual Dining,Thai,1500.0,MG Road
40414,Yes,No,3.6,125,Food Court,Tibetan,400.0,MG Road
40415,Yes,No,3.7,0,Delivery,North Indian,500.0,MG Road
40416,Yes,No,3.0,9,Quick Bites,Rolls,500.0,MG Road
40417,Yes,No,4.0,76,Casual Dining,North Indian,700.0,MG Road
40418,Yes,No,4.0,560,Casual Dining,North Indian,900.0,MG Road
40419,Yes,No,4.2,122,Dessert Parlor,Desserts,400.0,MG Road
40420,Yes,No,2.9,331,Delivery,Italian,600.0,MG Road
40421,Yes,No,4.1,1156,Cafe,Cafe,500.0,MG Road
40422,Yes,No,3.9,121,Quick Bites,Pizza,400.0,MG Road
40423,Yes,No,3.7,271,Delivery,North Indian,500.0,MG Road
40424,Yes,No,3.9,87,Casual Dining,North Indian,500.0,MG Road
40425,Yes,No,3.9,1849,Casual Dining,North Indian,800.0,MG Road
40426,Yes,No,2.8,97,Casual Dining,Chinese,600.0,MG Road
40427,Yes,Yes,4.4,2578,Casual Dining,Asian,1600.0,MG Road
40428,Yes,No,3.6,41,Casual Dining,Kerala,500.0,MG Road
40429,Yes,No,3.8,62,Casual Dining,South Indian,400.0,MG Road
40430,Yes,No,3.0,40,Delivery,South Indian,600.0,MG Road
40431,Yes,No,3.7,131,Quick Bites,South Indian,250.0,MG Road
40432,Yes,No,3.7,0,Takeaway,Momos,300.0,MG Road
40433,Yes,No,2.9,17,Dessert Parlor,Ice Cream,200.0,MG Road
40434,Yes,Yes,4.4,2241,Fine Dining,Japanese,3000.0,MG Road
40435,Yes,No,3.1,165,Quick Bites,Fast Food,350.0,MG Road
40436,Yes,No,3.9,33,Quick Bites,South Indian,200.0,MG Road
40437,Yes,No,3.9,113,Quick Bites,Fast Food,250.0,MG Road
40438,Yes,No,3.7,0,Takeaway,Beverages,300.0,MG Road
40439,Yes,No,3.5,58,Quick Bites,Fast Food,300.0,MG Road
40440,Yes,No,4.0,74,Bakery,Bakery,250.0,MG Road
40441,Yes,Yes,4.4,723,Casual Dining,American,1700.0,MG Road
40442,Yes,No,3.7,72,Cafe,Cafe,900.0,MG Road
40443,Yes,No,4.0,74,Dessert Parlor,Desserts,350.0,MG Road
40444,Yes,No,3.0,7,Delivery,North Indian,300.0,MG Road
40445,Yes,No,4.3,194,Cafe,Cafe,400.0,MG Road
40446,Yes,No,2.7,290,Casual Dining,Chinese,600.0,MG Road
40447,Yes,No,3.8,61,Delivery,Healthy Food,300.0,MG Road
40448,Yes,No,3.7,0,Food Court,Pizza,400.0,MG Road
40449,Yes,No,4.0,48,Quick Bites,Fast Food,200.0,MG Road
40450,Yes,No,3.9,196,Casual Dining,Chinese,800.0,MG Road
40451,Yes,No,3.1,147,Quick Bites,Biryani,200.0,MG Road
40452,Yes,No,4.0,290,Dessert Parlor,Desserts,300.0,MG Road
40453,Yes,No,3.4,334,Casual Dining,Andhra,550.0,MG Road
40454,Yes,No,3.5,21,Quick Bites,Andhra,500.0,MG Road
40455,Yes,No,4.0,71,Casual Dining,Chettinad,750.0,MG Road
40456,Yes,Yes,4.1,461,Casual Dining,North Indian,600.0,MG Road
40457,Yes,No,3.9,87,Cafe,Cafe,450.0,MG Road
40458,Yes,No,4.2,1215,Cafe,Cafe,600.0,MG Road
40459,Yes,No,3.8,86,Dessert Parlor,Beverages,100.0,MG Road
40460,Yes,No,4.1,79,Quick Bites,Fast Food,350.0,MG Road
40461,Yes,No,3.9,120,Casual Dining,Chettinad,600.0,MG Road
40462,Yes,Yes,4.3,509,Casual Dining,Chinese,1300.0,MG Road
40463,Yes,No,3.8,25,Casual Dining,North Indian,500.0,MG Road
40464,Yes,No,3.4,8,Quick Bites,Pizza,500.0,MG Road
40465,Yes,No,4.2,132,Dessert Parlor,Ice Cream,180.0,MG Road
40466,Yes,Yes,4.2,476,Casual Dining,North Indian,1700.0,MG Road
40467,Yes,No,2.8,303,Casual Dining,Biryani,500.0,MG Road
40468,Yes,No,3.7,30,Bakery,Bakery,300.0,MG Road
40469,Yes,No,3.7,0,Dessert Parlor,Desserts,800.0,MG Road
40470,Yes,Yes,3.9,1373,Fine Dining,North Indian,2100.0,MG Road
40471,Yes,No,3.9,256,Casual Dining,Mediterranean,700.0,MG Road
40472,Yes,No,3.4,48,Quick Bites,North Indian,300.0,MG Road
40473,Yes,No,3.9,149,Dessert Parlor,Ice Cream,500.0,MG Road
40474,Yes,No,4.3,911,Casual Dining,Japanese,2000.0,MG Road
40475,Yes,No,3.8,75,Casual Dining,Continental,1000.0,MG Road
40476,Yes,No,4.2,138,Casual Dining,Awadhi,1500.0,MG Road
40477,Yes,No,3.3,37,Quick Bites,North Indian,350.0,MG Road
40478,Yes,No,3.8,111,Quick Bites,Arabian,300.0,MG Road
40479,Yes,No,3.9,61,Beverage Shop,Beverages,150.0,MG Road
40480,Yes,No,4.1,338,Casual Dining,Cafe,800.0,MG Road
40481,Yes,No,2.8,53,Quick Bites,North Indian,300.0,MG Road
40482,Yes,No,4.3,7573,Lounge,American,1500.0,MG Road
40483,Yes,Yes,4.0,1025,Casual Dining,North Indian,700.0,MG Road
40485,Yes,No,3.4,43,Beverage Shop,Beverages,150.0,MG Road
40486,Yes,No,4.1,403,Casual Dining,North Indian,750.0,MG Road
40487,Yes,No,3.3,5,Quick Bites,Fast Food,200.0,MG Road
40488,Yes,No,3.9,456,Quick Bites,Biryani,400.0,MG Road
40489,Yes,No,4.0,1104,Casual Dining,Kerala,1300.0,MG Road
40490,Yes,No,2.9,40,Delivery,Continental,600.0,MG Road
40491,Yes,No,3.0,568,Casual Dining,South Indian,400.0,MG Road
40492,Yes,Yes,4.2,2934,Casual Dining,Italian,1000.0,MG Road
40493,Yes,No,4.3,1383,Casual Dining,Mangalorean,700.0,MG Road
40494,Yes,No,4.0,106,Casual Dining,North Indian,500.0,MG Road
40495,Yes,No,3.2,4,Dessert Parlor,Ice Cream,200.0,MG Road
40496,Yes,No,3.7,17,Quick Bites,Burmese,300.0,MG Road
40497,Yes,Yes,4.2,2854,Casual Dining,Italian,800.0,MG Road
40498,No,No,4.3,1721,Lounge,Continental,1300.0,MG Road
40499,Yes,No,3.1,13,Quick Bites,North Indian,350.0,MG Road
40500,Yes,No,3.8,724,Casual Dining,Lucknowi,500.0,MG Road
40501,Yes,No,3.9,156,Casual Dining,North Indian,450.0,MG Road
40502,Yes,No,3.9,206,Casual Dining,North Indian,500.0,MG Road
40503,Yes,No,4.2,1770,Casual Dining,Continental,750.0,MG Road
40504,Yes,No,4.1,257,Cafe,Cafe,500.0,MG Road
40505,Yes,No,4.2,577,Quick Bites,Fast Food,400.0,MG Road
40506,Yes,Yes,3.9,96,Casual Dining,Mughlai,1300.0,MG Road
40507,Yes,No,3.9,38,Quick Bites,North Indian,250.0,MG Road
40508,Yes,No,3.9,147,Quick Bites,Pizza,600.0,MG Road
40509,Yes,No,3.9,450,Casual Dining,Arabian,700.0,MG Road
40510,Yes,No,3.1,54,Delivery,Continental,500.0,MG Road
40511,Yes,No,3.5,129,Casual Dining,Chinese,700.0,MG Road
40512,Yes,No,3.8,24,Quick Bites,South Indian,350.0,MG Road
40513,Yes,No,3.4,27,Bakery,Desserts,400.0,MG Road
40514,Yes,No,3.1,22,Dessert Parlor,Ice Cream,250.0,MG Road
40515,Yes,No,4.3,658,Cafe,Cafe,750.0,MG Road
40516,Yes,No,3.7,0,Quick Bites,South Indian,300.0,MG Road
40517,Yes,No,4.0,242,Casual Dining,Kerala,500.0,MG Road
40518,Yes,Yes,4.2,984,Casual Dining,Goan,1000.0,MG Road
40519,Yes,Yes,4.0,860,Casual Dining,North Indian,1200.0,MG Road
40520,Yes,No,3.6,118,Casual Dining,Chinese,500.0,MG Road
40521,Yes,No,3.7,0,Quick Bites,North Indian,300.0,MG Road
40522,Yes,No,3.7,22,Quick Bites,Fast Food,300.0,MG Road
40523,Yes,Yes,3.9,1939,Casual Dining,Thai,2100.0,MG Road
40524,Yes,No,4.0,122,Casual Dining,Continental,1000.0,MG Road
40525,Yes,No,3.7,185,Quick Bites,Fast Food,500.0,MG Road
40526,Yes,Yes,4.4,498,Bar,Modern Indian,1900.0,MG Road
40527,Yes,No,3.7,0,Dessert Parlor,Desserts,250.0,MG Road
40528,Yes,No,3.9,125,Dessert Parlor,Mithai,400.0,MG Road
40529,Yes,No,3.9,148,Food Court,Bakery,450.0,MG Road
40530,Yes,No,4.2,631,Dessert Parlor,Desserts,300.0,MG Road
40531,Yes,Yes,4.1,864,Casual Dining,Seafood,1400.0,MG Road
40532,Yes,No,4.1,47,Dessert Parlor,Desserts,300.0,MG Road
40533,Yes,No,3.0,112,Casual Dining,Chinese,600.0,MG Road
40534,Yes,No,3.1,7,Quick Bites,Fast Food,500.0,MG Road
40535,Yes,No,3.6,44,Kiosk,North Indian,300.0,MG Road
40536,Yes,No,3.7,0,Delivery,American,200.0,MG Road
40537,Yes,Yes,4.1,2169,Club,Chinese,2000.0,MG Road
40538,Yes,No,3.7,50,Quick Bites,Biryani,250.0,MG Road
40539,Yes,No,3.7,24,Takeaway,Continental,400.0,MG Road
40540,Yes,No,3.3,19,Quick Bites,Street Food,300.0,MG Road
40541,Yes,No,3.2,5,Delivery,Chinese,200.0,MG Road
40542,Yes,Yes,4.2,61,Cafe,Cafe,800.0,MG Road
40543,Yes,No,3.8,210,Casual Dining,South Indian,400.0,MG Road
40544,Yes,Yes,4.2,865,Casual Dining,Continental,1000.0,MG Road
40545,Yes,No,3.2,5,Delivery,North Indian,350.0,MG Road
40546,Yes,No,4.0,785,Casual Dining,Andhra,650.0,MG Road
40547,Yes,No,3.9,227,Casual Dining,North Indian,950.0,MG Road
40548,Yes,No,4.3,1328,Cafe,Cafe,1000.0,MG Road
40549,Yes,No,4.0,79,Dessert Parlor,Desserts,500.0,MG Road
40550,Yes,No,3.7,0,Quick Bites,Rolls,200.0,MG Road
40551,Yes,No,3.9,84,Dessert Parlor,Ice Cream,300.0,MG Road
40552,Yes,No,3.6,24,Beverage Shop,Beverages,150.0,MG Road
40553,Yes,No,3.2,43,Quick Bites,North Indian,300.0,MG Road
40554,Yes,Yes,4.2,2291,Casual Dining,European,1400.0,MG Road
40555,Yes,No,3.6,31,Quick Bites,Chinese,450.0,MG Road
40556,Yes,No,3.5,121,Quick Bites,Fast Food,300.0,MG Road
40557,No,Yes,4.0,930,Casual Dining,Rajasthani,800.0,MG Road
40558,No,No,3.5,8,Quick Bites,North Indian,200.0,MG Road
40559,Yes,No,3.4,10,Quick Bites,South Indian,200.0,MG Road
40560,Yes,Yes,4.1,771,Casual Dining,American,1200.0,MG Road
40561,Yes,No,3.7,46,Casual Dining,South Indian,1000.0,MG Road
40562,Yes,No,3.7,30,Quick Bites,South Indian,200.0,MG Road
40563,Yes,No,4.0,114,Casual Dining,Italian,1000.0,MG Road
40564,Yes,No,4.1,110,Quick Bites,Mithai,150.0,MG Road
